Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
1134,3072,53,7,108,8,5289,224,224,134,2675
1135,3056,0,3,247,11,3327,215,234,156,1513
1136,3018,15,5,302,7,2762,216,230,152,1233
1137,3058,13,4,60,1,3539,215,231,152,1634
1138,3091,59,13,182,16,4362,230,211,112,3300
1139,3291,27,10,691,30,3777,216,219,138,3844
1140,3087,52,17,85,20,5280,226,202,103,2763
1141,3033,45,7,175,25,2519,222,225,138,1057
1142,2827,330,18,404,86,531,174,215,180,2321
1143,3074,53,11,67,5,5318,227,215,121,2771
1144,3157,79,8,212,2,5162,231,225,126,2791
1145,3018,33,7,134,11,2263,219,226,143,1031
1146,2962,100,18,242,74,1917,246,213,89,1140
1147,3155,359,12,390,46,4837,202,219,153,3022
1148,3123,42,13,323,59,5042,222,212,123,2912
1149,3094,352,5,134,2,4593,211,231,158,3187
1150,2861,0,4,0,0,1544,213,232,156,1337
1151,3122,52,11,300,57,5064,226,217,124,2943
1152,3041,63,4,283,33,2555,224,231,143,908
1153,2877,342,13,450,131,618,193,222,166,2285
1154,2728,88,14,240,40,242,241,215,101,2424
1155,2714,73,19,212,36,240,239,200,84,2376
1156,3145,42,18,384,80,4983,220,197,106,3022
1157,2717,70,18,218,43,242,237,203,91,2358
1158,2751,76,17,313,63,323,239,206,92,2463
1159,2711,67,20,201,37,218,236,196,84,2318
1160,2695,54,13,150,20,162,227,211,115,2268
1161,2686,41,9,90,12,108,220,221,134,2221
1162,3095,13,9,95,8,3684,212,223,148,1498
1163,2738,77,11,323,60,335,234,219,115,2396
1164,2733,58,9,295,59,313,227,222,129,2372
1165,2895,30,10,30,0,1838,217,217,135,1041
1166,2710,63,17,190,36,216,233,204,98,2256
1167,3121,288,8,127,0,4585,197,239,182,3304
1168,3140,265,14,283,39,5708,183,245,201,2902
1169,2868,72,20,30,15,1087,238,196,80,1758
1170,2741,64,11,342,67,362,230,217,118,2363
1171,2920,355,10,210,92,937,204,222,157,1967
1172,2744,60,13,351,70,376,230,213,114,2347
1173,2703,55,11,120,35,150,227,216,121,2148
1174,3116,45,9,153,32,5220,223,220,132,3066
1175,2807,62,22,485,119,497,233,189,79,2460
1176,2748,61,15,360,74,390,231,208,106,2331
1177,2742,64,10,330,68,360,230,219,122,2306
1178,2739,71,13,300,65,328,234,214,110,2264
1179,2709,59,10,120,43,150,228,217,120,2114
1180,3170,310,4,108,4,5042,209,237,167,2685
1181,3156,88,6,450,22,4367,229,230,135,2021
1182,2938,1,11,30,3,2120,204,219,152,774
1183,2916,27,8,371,99,872,217,223,142,2078
1184,2778,64,23,420,105,450,234,186,72,2352
1185,2720,54,11,180,57,210,226,218,125,2147
1186,3126,34,16,85,11,4354,216,203,118,3524
1187,3212,258,21,277,73,4721,167,247,216,3329
1188,3101,322,3,0,0,5428,212,236,162,3089
1189,2785,59,24,421,110,450,230,183,73,2337
1190,2774,58,23,391,100,420,229,184,75,2311
1191,2756,52,20,331,91,360,226,193,93,2259
1192,2723,53,10,182,57,210,226,218,126,2131
1193,2708,67,16,95,37,120,234,207,100,2055
1194,2960,303,20,256,52,1857,162,227,204,966
1195,2817,64,24,484,143,511,233,184,70,2375
1196,2754,50,24,306,86,331,223,180,78,2218
1197,2731,51,12,218,65,242,226,213,119,2140
1198,2722,57,10,162,52,182,227,219,125,2089
1199,2717,62,11,134,46,153,231,216,118,2064
1200,3206,106,6,170,15,5590,231,232,135,3154
1201,2850,61,20,577,176,603,232,196,88,2442
1202,2774,45,22,342,106,365,220,188,92,2229
1203,2763,54,25,313,95,335,225,179,74,2203
1204,2729,59,11,201,59,218,228,217,121,2099
1205,2715,55,12,127,38,134,227,215,119,2022
1206,3112,253,10,108,4,5532,198,247,187,3152
1207,2758,61,24,293,92,313,231,182,69,2162
1208,2747,62,21,268,79,285,233,193,83,2136
1209,2714,36,11,124,41,127,220,216,130,1981
1210,3154,54,15,361,67,5023,228,207,109,3302
1211,3111,261,9,95,3,5521,199,245,185,3182
1212,3212,135,8,218,21,5689,233,237,135,3196
1213,3178,93,13,551,42,4577,240,220,108,2154
1214,2719,54,6,134,46,150,224,226,137,1965
1215,3161,315,12,90,22,4508,189,230,181,3556
1216,3108,56,5,30,2,5387,223,231,141,3260
1217,3155,109,7,395,21,4447,233,232,131,1995
1218,2871,67,22,600,197,626,236,192,77,2391
1219,2835,81,17,524,169,541,241,208,92,2309
1220,2809,75,16,443,146,457,238,207,95,2227
1221,3191,81,5,457,15,4686,226,231,140,2224
1222,2915,146,15,42,10,1528,239,237,123,1376
1223,2799,60,13,408,129,417,230,212,113,2160
1224,2751,72,24,301,74,306,239,187,66,2053
1225,2731,73,14,212,60,218,237,213,105,1973
1226,2748,46,18,277,75,285,223,198,103,2012
1227,2741,49,17,247,70,256,225,200,103,1986
1228,2725,65,18,190,46,201,234,201,93,1932
1229,2709,77,14,134,29,150,237,214,105,1879
1230,3212,198,6,459,21,5955,218,245,163,3132
1231,2822,41,19,488,152,495,219,194,103,2190
1232,2806,40,22,400,129,408,216,185,95,2108
1233,2765,53,29,313,92,323,221,163,56,2026
1234,2750,41,22,256,71,268,216,186,95,1972
1235,2751,51,23,242,77,256,224,184,82,1932
1236,3209,74,20,306,83,4092,239,198,81,3629
1237,3146,291,10,30,-6,4362,192,239,186,3477
1238,3183,97,5,90,4,5472,228,233,140,2982
1239,2917,301,10,30,1,1634,193,236,183,1318
1240,2786,53,29,335,107,350,221,163,56,2001
1241,3195,230,7,466,75,6006,209,247,175,3032
1242,2797,55,28,350,118,362,224,168,59,1989
1243,2753,60,25,242,74,258,230,179,67,1879
1244,2784,55,25,309,105,324,226,178,71,1922
1245,3088,124,17,182,39,3424,246,226,102,800
1246,2745,58,24,212,78,240,229,183,74,1800
1247,2724,60,21,153,52,180,231,192,84,1745
1248,2702,75,18,95,30,120,239,202,87,1691
1249,3178,263,9,272,58,5807,197,245,187,2941
1250,3131,169,5,162,-5,4073,224,242,153,1478
1251,2801,60,27,333,122,361,229,172,59,1900
1252,2763,56,23,247,96,272,228,185,79,1816
1253,2740,59,23,190,68,212,230,184,75,1761
1254,2987,352,13,228,14,2554,197,218,158,268
1255,2947,18,16,42,10,1776,206,205,133,1236
1256,2770,52,23,256,105,277,225,183,80,1805
1257,2736,62,24,175,64,190,232,182,69,1722
1258,2803,57,32,323,136,342,223,157,45,1851
1259,2743,62,26,180,71,201,231,176,62,1710
1260,2728,69,30,150,54,175,236,168,42,1682
1261,2711,69,25,122,36,150,237,182,62,1655
1262,2703,60,16,90,35,120,231,205,103,1627
1263,3173,90,11,270,2,4838,237,222,114,2251
1264,3148,146,5,150,12,4583,227,239,146,1981
1265,3081,154,11,212,25,3556,234,241,137,872
1266,2891,48,17,268,-36,659,224,201,105,2155
1267,2830,51,29,360,163,379,220,166,61,1869
1268,2799,52,29,300,127,323,220,164,59,1812
1269,2763,59,28,210,91,240,228,171,58,1728
1270,2716,69,27,120,48,150,237,177,55,1643
1271,3122,158,8,67,2,4200,229,242,146,1560
1272,2771,60,29,210,96,240,228,167,53,1717
1273,3140,255,14,162,23,5678,187,248,199,2794
1274,3140,135,5,67,4,4547,228,238,144,1920
1275,2963,32,9,0,0,1762,219,221,138,1350
1276,3202,48,22,153,32,4161,222,187,89,3263
1277,3146,130,4,134,5,4726,226,237,145,2100
1278,2843,70,26,335,171,365,238,180,58,1813
1279,2812,63,25,277,137,306,232,180,65,1756
1280,2738,63,32,134,64,162,228,154,33,1613
1281,3037,48,19,430,-8,3005,224,196,99,190
1282,2990,284,12,180,46,1936,185,240,194,1172
1283,2865,85,15,400,193,430,240,213,99,1863
1284,2809,62,24,256,141,285,232,183,70,1718
1285,2720,57,23,95,37,120,229,184,77,1546
1286,2958,55,4,247,-1,1234,222,231,145,2012
1287,2774,58,30,190,96,212,225,164,51,1624
1288,2938,62,5,162,10,972,224,230,142,2313
1289,2771,56,30,175,88,190,224,163,53,1587
1290,2755,62,34,150,77,162,226,150,29,1558
1291,2788,61,26,180,105,210,231,178,65,1572
1292,2750,70,36,120,83,150,232,148,16,1513
1293,2732,71,33,90,61,120,235,158,28,1484
1294,2737,70,34,95,61,120,234,154,24,1477
1295,3212,71,14,402,97,5094,235,213,107,2642
1296,3106,83,6,180,-8,4254,228,230,137,1519
1297,3067,320,4,212,11,3406,209,236,165,591
1298,2960,59,4,90,0,1230,223,231,143,2086
1299,2890,68,17,331,-37,540,235,204,95,1884
1300,2818,65,19,247,135,270,234,199,89,1618
1301,2767,73,36,134,91,150,234,147,12,1500
1302,3187,63,7,258,69,5261,226,226,134,2571
1303,2813,65,19,228,146,242,234,198,88,1583
1304,2773,74,36,150,92,153,236,149,13,1495
1305,3239,180,3,566,60,4673,220,241,156,2726
1306,3192,102,7,319,73,5206,232,231,132,2519
1307,3151,266,15,127,16,5664,181,245,203,2460
1308,2809,82,22,212,128,228,244,196,71,1544
1309,3211,115,4,362,30,5685,227,236,144,2543
1310,3081,0,9,150,3,3751,208,224,154,942
1311,3009,131,10,67,8,2718,237,235,128,573
1312,2799,82,25,201,126,210,245,187,56,1507
1313,3197,247,5,324,47,5873,209,244,173,2382
1314,3181,309,6,67,6,5204,203,238,172,2496
1315,3110,81,6,300,6,4360,228,230,136,1587
1316,3094,4,4,0,0,4030,215,232,155,1226
1317,2791,75,29,180,107,182,240,173,43,1473
1318,3031,253,6,323,59,2297,207,244,175,1127
1319,2830,72,15,210,45,277,236,210,102,1561
1320,2778,80,34,150,109,162,241,159,19,1441
1321,3245,45,2,564,66,4387,220,233,150,2650
1322,2930,79,7,90,1,997,230,227,130,2280
1323,3046,144,13,210,2,3200,238,237,127,573
1324,2850,113,14,108,13,400,244,224,107,1651
1325,2769,79,31,60,-15,175,242,167,31,1411
1326,3193,97,10,319,19,5153,237,225,119,2358
1327,3036,149,11,150,-7,3238,235,239,134,601
1328,2957,123,10,150,-8,1337,237,233,126,2135
1329,2756,70,31,30,-19,153,235,163,36,1383
1330,3252,49,5,589,8,4283,222,229,143,2554
1331,3229,61,2,454,19,4709,221,234,149,2324
1332,2993,286,14,30,10,2699,179,239,199,895
1333,3173,57,7,457,78,4964,225,226,136,2108
1334,3188,67,8,170,6,5121,228,224,129,2118
1335,3178,49,5,474,83,5004,222,229,143,2132
1336,3175,48,6,446,80,4978,223,227,140,2103
1337,3105,140,8,30,3,4555,233,238,136,1641
1338,2762,61,30,60,-13,170,228,165,49,1362
1339,3219,324,6,366,38,5801,205,233,168,2184
1340,3219,352,8,319,38,5748,206,226,158,2206
1341,2737,52,29,90,52,120,220,165,60,1277
1342,3206,261,5,446,35,5980,209,242,172,2098
1343,3164,88,19,361,102,3878,245,205,82,849
1344,2933,58,4,0,0,1138,223,230,143,2353
1345,2790,60,23,108,-8,234,231,187,77,1401
1346,3199,108,3,342,16,5367,225,236,146,2363
1347,2815,55,18,120,-14,297,229,199,97,1465
1348,3218,63,12,313,35,5649,230,215,117,2187
1349,3207,72,3,301,24,5541,223,233,146,2244
1350,3081,184,11,175,23,3720,223,247,157,616
1351,3042,56,10,42,-2,3443,227,218,124,408
1352,2821,58,18,150,-15,306,230,200,97,1471
1353,2776,73,25,175,95,190,239,185,62,1354
1354,2765,75,21,150,77,162,240,197,78,1324
1355,3216,58,9,335,33,5635,227,222,129,2174
1356,3049,293,5,306,62,2471,205,239,173,1025
1357,2806,66,21,190,-23,256,235,193,80,1419
1358,3185,32,3,0,0,5165,219,232,150,1919
1359,3018,106,9,150,3,2979,235,229,125,558
1360,2821,58,21,212,-19,295,230,192,86,1455
1361,2800,64,26,218,112,242,233,178,61,1397
1362,3025,307,9,90,14,3250,194,235,181,350
1363,2762,62,27,150,76,175,231,173,58,1319
1364,2734,68,30,108,43,124,234,166,42,1262
1365,3047,78,15,170,0,3480,238,211,99,277
1366,3040,277,10,218,48,2607,193,242,189,882
1367,2953,60,7,134,-8,1364,225,226,135,2147
1368,2826,46,27,258,145,283,216,170,73,1423
1369,2736,49,26,108,49,127,221,175,73,1254
1370,2737,44,22,108,41,124,219,186,91,1237
1371,3196,336,9,67,7,5142,199,227,167,1766
1372,3062,329,1,0,1,3830,215,237,159,485
1373,2927,51,16,258,34,741,226,205,108,1900
1374,2914,29,8,335,37,564,217,222,140,1708
1375,2806,76,39,234,119,255,235,141,0,1371
1376,3019,312,6,0,0,2962,203,235,172,524
1377,2811,80,35,255,115,268,241,156,15,1383
1378,3199,268,6,216,13,5918,204,243,178,1736
1379,2841,82,18,319,154,335,242,205,86,1450
1380,2800,67,28,242,109,256,235,173,51,1369
1381,2768,57,22,170,75,175,229,187,80,1288
1382,2747,52,21,124,60,127,225,189,87,1235
1383,3204,103,1,60,2,4905,221,237,152,1698
1384,3091,90,13,192,31,2315,240,219,107,1201
1385,2763,56,22,162,76,170,228,189,83,1276
1386,3170,284,4,175,8,4488,209,240,169,1170
1387,2847,64,23,350,151,362,234,187,72,1476
1388,2826,71,25,300,135,309,238,184,63,1422
1389,2812,71,25,277,130,283,238,182,60,1396
1390,2756,48,23,120,98,124,221,183,85,1240
1391,3024,331,6,30,3,3194,206,233,165,300
1392,2940,3,16,443,47,738,197,208,146,1872
1393,2771,34,20,153,113,162,213,193,108,1282
1394,3037,10,4,60,8,1889,215,231,153,1680
1395,2974,6,10,216,49,1047,208,222,150,2192
1396,2785,35,17,190,127,201,216,201,116,1323
1397,2823,72,26,313,136,323,238,180,57,1441
1398,2811,67,21,285,124,295,236,193,80,1415
1399,2792,26,14,201,134,214,213,208,129,1340
1400,3213,97,4,120,18,4659,226,234,143,1639
1401,3097,92,15,210,33,3944,242,215,98,459
1402,3080,343,14,268,57,2789,190,218,165,755
1403,2799,27,11,212,151,218,216,216,136,1357
1404,3227,328,3,247,6,5805,212,236,162,1802
1405,2837,53,27,335,185,342,223,170,64,1473
1406,2802,47,10,218,149,228,224,217,127,1374
1407,2799,66,9,190,140,201,229,221,124,1350
1408,3242,315,17,153,47,5015,173,224,190,1448
1409,3213,39,6,319,-7,5536,221,226,141,1820
1410,3095,138,13,268,47,3987,240,235,122,503
1411,2773,80,48,124,112,134,226,107,0,1298
1412,3038,90,9,108,3,3676,233,227,125,234
1413,3040,310,12,108,18,3302,186,231,185,300
1414,2847,50,27,323,199,335,220,172,70,1482
1415,2809,67,18,242,150,256,235,201,91,1410
1416,2779,78,47,134,118,150,227,111,0,1318
1417,3215,28,23,175,35,5523,204,183,105,1366
1418,3221,219,3,256,25,6006,216,243,164,1622
1419,2786,76,46,150,132,162,226,113,0,1338
1420,3255,285,16,190,60,4992,175,239,203,1361
1421,3076,34,10,134,-6,2218,219,218,134,1430
1422,2806,31,18,216,145,228,213,199,117,1403
1423,2743,76,49,134,81,150,222,103,0,1337
1424,2728,62,29,108,72,124,230,166,0,1315
1425,3043,324,14,108,35,1691,184,224,179,2028
1426,2842,62,28,309,187,323,231,172,55,1490
1427,2803,74,46,175,141,190,224,111,0,1379
1428,3241,31,23,228,52,5561,207,183,102,1289
1429,3217,244,6,218,-3,6025,208,245,175,1566
1430,2899,35,18,430,240,443,215,198,113,1602
1431,2760,75,49,170,95,175,219,97,0,1379
1432,3290,24,16,182,20,3842,210,205,128,1940
1433,2856,53,28,335,195,350,223,169,63,1530
1434,3305,205,7,430,110,5167,216,246,166,1206
1435,3213,235,9,210,-7,6056,207,247,178,1518
1436,3074,331,12,162,11,3302,192,225,172,469
1437,3085,88,12,242,-1,2214,238,220,110,1513
1438,2914,30,14,390,-31,470,215,208,126,1640
1439,2828,72,44,228,163,234,223,113,0,1443
1440,2710,66,32,90,53,95,232,160,0,1345
1441,3276,354,10,42,6,4055,204,223,157,1719
1442,3077,76,9,90,18,2014,232,223,124,1754
1443,2847,35,22,255,68,277,211,186,100,1484
1444,2789,74,49,201,35,218,219,99,0,1445
1445,2857,63,24,228,78,285,233,183,70,1507
1446,2743,61,33,108,24,150,226,154,0,1410
1447,3331,358,15,361,61,3635,196,211,152,2014
1448,3072,329,17,60,13,1905,178,218,179,1914
1449,2824,93,45,190,45,268,240,130,0,1510
1450,2753,59,32,95,34,162,222,155,41,1434
1451,2722,53,32,42,3,108,218,153,45,1398
1452,3062,101,4,60,2,4136,226,234,144,722
1453,3044,2,7,30,3,3681,211,227,154,484
1454,2827,84,46,162,26,283,233,119,0,1533
1455,2810,76,29,150,31,256,241,172,0,1513
1456,2764,55,31,85,10,175,222,159,48,1458
1457,3047,85,15,573,58,1433,240,213,99,2483
1458,2878,82,44,150,48,323,234,124,0,1575
1459,2827,84,46,134,-3,295,233,118,0,1556
1460,3260,256,9,306,34,5626,202,245,182,1471
1461,2830,79,46,108,0,309,229,116,0,1579
1462,2820,60,25,95,-9,283,230,181,0,1560
1463,2740,54,29,0,0,134,222,165,57,1456
1464,3266,65,13,120,40,4507,232,212,110,1242
1465,3056,37,5,90,0,3795,220,229,145,589
1466,3101,303,14,277,1,3399,181,233,193,631
1467,3057,85,16,592,56,1482,241,211,96,2467
1468,2950,37,5,180,5,591,220,229,146,1803
1469,2840,78,44,85,10,324,231,121,0,1602
1470,2788,55,28,0,0,216,224,168,59,1539
1471,2747,56,30,67,-6,150,224,162,51,1492
1472,2732,60,31,85,-7,120,227,161,45,1477
1473,3237,152,14,541,146,5386,237,239,130,1503
1474,2741,63,31,108,-12,124,229,160,40,1504
1475,2991,83,8,170,32,859,231,227,128,2060
1476,2802,59,28,85,-6,228,228,171,58,1600
1477,3133,20,29,212,69,4042,185,165,102,805
1478,3139,34,3,324,9,2509,219,232,149,1504
1479,3112,73,7,95,12,2294,229,226,131,1718
1480,3335,52,14,240,36,4207,226,208,112,1302
1481,3035,53,7,402,55,1261,224,225,135,2424
1482,3168,300,5,379,37,3153,205,238,172,1003
1483,2717,74,35,85,52,90,237,154,19,1599
1484,3280,162,4,319,40,5206,223,240,152,750
1485,3082,106,7,532,28,1717,232,232,132,2391
1486,2816,75,27,201,-20,242,241,177,49,1691
1487,2722,75,34,95,57,95,238,156,20,1627
1488,2857,87,21,175,-26,335,245,201,75,1760
1489,3230,207,3,313,20,5569,217,242,161,1234
1490,3048,96,4,424,68,1370,227,233,141,2544
1491,2732,77,33,124,70,127,240,162,26,1682
1492,2714,74,32,95,52,108,238,164,31,1671
1493,3242,16,7,242,15,5940,214,226,148,999
1494,3021,148,15,212,41,1194,239,237,124,2402
1495,2772,82,31,190,117,192,244,171,34,1733
1496,3108,48,26,30,10,3868,219,175,75,934
1497,3183,28,8,331,-30,2952,217,223,141,1315
1498,3181,39,9,335,-32,2925,221,220,134,1337
1499,3165,14,12,330,65,2605,209,216,143,1615
1500,3121,50,12,60,14,2368,225,214,121,1842
1501,2740,76,31,150,87,170,240,165,32,1738
1502,2706,76,30,108,47,124,240,171,39,1717
1503,3102,57,11,85,15,5056,228,217,121,1507
1504,3375,61,13,150,-6,4142,230,212,112,1195
1505,2730,80,31,150,80,175,243,168,31,1784
1506,3284,319,9,120,41,4734,198,232,174,703
1507,2700,80,27,95,54,120,244,180,47,1793
1508,3285,308,12,90,51,4702,188,232,185,700
1509,2753,86,32,190,103,210,246,170,28,1851
1510,3246,27,2,30,0,5476,218,234,153,566
1511,3218,58,4,228,21,5379,222,230,143,1211
1512,2720,85,28,150,70,153,246,180,43,1860
1513,3090,36,6,60,3,4825,220,226,143,1383
1514,2755,87,31,210,109,218,247,173,31,1907
1515,2706,83,26,120,52,134,245,184,52,1879
1516,3250,308,6,127,5,5562,204,236,171,573
1517,3244,54,40,255,146,4039,209,125,0,1152
1518,3047,72,7,362,11,1597,228,227,133,2793
1519,2681,78,23,67,31,90,242,191,66,1892
1520,3226,47,8,190,13,6119,223,223,135,800
1521,3208,338,5,90,-5,3141,209,233,162,1440
1522,2793,85,30,277,147,295,246,173,33,1984
1523,2725,81,27,162,81,182,244,180,47,1945
1524,3200,172,5,30,0,5673,223,242,154,949
1525,3277,287,20,424,179,4254,160,234,213,1262
1526,3015,37,5,124,17,1020,220,231,146,2394
1527,2982,117,11,301,4,860,238,230,121,2288
1528,2795,80,31,270,-134,306,243,168,31,2012
1529,2713,76,25,150,63,162,242,184,57,1966
1530,3279,62,9,67,3,4927,227,223,130,408
1531,3206,304,7,124,-7,3302,201,237,175,1410
1532,3208,48,7,85,-6,2982,223,225,137,1617
1533,2959,53,14,295,29,742,227,210,113,2233
1534,2731,75,27,175,45,201,240,178,50,2003
1535,2679,71,24,85,33,90,238,185,63,1972
1536,3267,319,4,270,22,5675,208,235,166,592
1537,3169,277,24,240,84,4606,150,237,223,1248
1538,3158,282,6,218,-2,3542,204,240,175,1366
1539,3042,83,6,108,9,1443,229,230,135,2737
1540,3039,104,6,95,6,1415,230,233,136,2717
1541,2727,68,26,124,18,190,236,179,59,2052
1542,3289,0,0,0,0,4773,218,238,156,458
1543,2817,72,32,150,-85,342,236,161,31,2125
1544,2733,66,26,108,24,201,234,177,59,2081
1545,3145,63,13,362,16,2200,231,214,113,2396
1546,3113,345,11,268,11,1987,197,222,163,2598
1547,2786,71,32,122,31,295,236,162,33,2135
1548,2726,65,25,67,17,180,234,182,66,2103
1549,2704,61,23,30,18,120,232,186,75,2089
1550,2895,84,19,90,-29,503,243,203,82,2234
1551,3230,298,16,391,87,4508,174,233,198,1148
1552,3200,280,7,148,-18,3439,202,241,178,1544
1553,3122,32,9,240,-6,2095,218,221,138,2554
1554,2715,68,24,0,0,120,236,186,68,2148
1555,2702,75,27,30,-6,90,240,179,53,2142
1556,3161,340,5,85,-5,3666,210,233,162,1492
1557,2742,67,23,0,0,182,236,186,69,2190
1558,3198,269,9,180,-20,3491,196,244,187,1588
1559,2708,80,29,67,-17,108,244,174,39,2200
1560,3172,30,9,0,0,5224,218,220,137,1053
1561,3166,8,5,30,0,3721,214,230,153,1543
1562,3052,72,8,0,0,1691,231,223,125,3010
1563,2751,83,23,42,-8,201,245,194,67,2249
1564,2726,86,25,67,-15,150,247,189,57,2236
1565,3287,333,4,335,22,5730,210,234,163,571
1566,3262,88,5,242,10,6300,228,229,137,420
1567,3207,85,6,85,5,5649,228,230,136,824
1568,3217,313,16,240,74,4696,175,226,191,990
1569,3276,272,14,591,169,4374,183,244,199,1132
1570,3200,263,8,150,-17,3489,201,244,182,1655
1571,3224,352,2,134,5,3220,216,236,157,1790
1572,2921,70,18,60,-3,553,237,203,91,2384
1573,2779,90,28,60,-26,268,249,184,44,2294
1574,2724,93,26,124,-35,150,250,191,53,2295
1575,3292,347,3,360,27,5760,213,234,159,601
1576,3222,25,9,0,0,3032,216,221,141,1974
1577,3063,54,15,60,-5,1731,228,207,109,3056
1578,2996,80,16,162,24,972,239,210,97,2620
1579,2763,87,27,122,-60,240,247,186,50,2343
1580,2799,87,31,150,-71,295,247,174,32,2387
1581,2736,98,25,150,88,180,251,196,58,2359
1582,2722,100,28,120,74,150,252,188,46,2353
1583,3275,278,8,60,10,5461,197,242,184,313
1584,3230,297,11,210,87,4776,190,237,186,866
1585,3207,99,12,300,45,4082,240,223,112,1298
1586,3040,0,5,242,0,1413,212,230,156,2916
1587,3006,88,11,150,28,994,237,221,114,2687
1588,2701,99,31,90,53,120,252,180,31,2377
1589,3296,356,3,268,31,5672,214,234,157,524
1590,2733,93,28,150,85,162,250,185,44,2418
1591,2699,94,31,90,51,108,250,177,32,2407
1592,3208,0,9,124,-2,5394,206,222,154,900
1593,3191,286,20,30,12,4965,162,235,212,781
1594,3186,28,6,60,7,3810,218,228,146,1533
1595,2802,86,31,240,-100,272,247,171,30,2474
1596,2784,87,31,240,-110,242,247,173,31,2467
1597,2699,91,31,90,51,95,249,176,32,2436
1598,2823,80,33,270,-95,300,242,163,22,2510
1599,2803,83,33,270,-108,270,244,164,24,2503
1600,2785,85,31,240,137,240,246,170,29,2496
1601,2716,94,30,120,68,120,250,181,37,2471
1602,2698,94,31,90,52,90,251,178,32,2466
1603,3214,2,8,124,8,5555,209,225,154,924
1604,2768,88,32,210,120,210,248,171,25,2519
1605,3286,307,9,127,16,5497,194,235,180,408
1606,3197,290,9,60,9,3690,195,239,183,1651
1607,3141,35,13,201,12,1899,218,210,125,3024
1608,2830,88,35,256,128,300,246,161,14,2568
1609,3247,285,10,124,29,3489,192,240,188,1861
1610,2849,95,32,240,89,330,250,173,25,2605
1611,2747,93,33,175,98,180,249,169,20,2571
1612,2727,93,33,150,78,150,250,170,21,2565
1613,3142,48,17,279,13,1834,224,200,104,3108
1614,2847,94,33,210,87,323,250,173,24,2618
1615,2827,94,34,201,67,295,250,167,17,2616
1616,2787,92,34,182,85,240,249,168,18,2613
1617,2746,90,33,162,97,180,248,168,22,2601
1618,3273,330,9,240,55,3408,198,229,170,1954
1619,2708,89,33,95,59,120,248,167,20,2580
1620,2621,162,13,60,-6,849,232,243,139,1521
1621,3235,255,5,212,21,4871,209,243,172,618
1622,2664,112,5,60,-8,1214,229,234,139,1719
1623,2633,68,8,42,2,979,228,225,131,1594
1624,2662,105,5,30,-3,1211,228,234,140,1731
1625,3246,6,10,124,20,5998,208,222,150,510
1626,3207,347,5,124,-17,4012,210,231,160,1332
1627,2674,10,8,30,1,1295,211,224,149,1801
1628,2635,45,8,30,9,955,223,223,135,1624
1629,2780,76,34,30,20,212,238,155,18,2433
1630,2707,71,31,0,0,95,236,164,36,2430
1631,3216,328,7,42,-6,4050,203,232,168,1300
1632,2731,67,31,30,-9,134,233,161,36,2400
1633,3259,56,10,175,41,2733,227,218,124,2575
1634,2729,70,32,90,-30,124,235,161,33,2340
1635,3285,141,3,242,30,6012,224,238,150,430
1636,2770,69,31,95,-35,190,234,162,35,2311
1637,2716,75,33,90,70,108,238,158,23,2310
1638,2650,26,19,60,19,1008,208,197,119,1771
1639,2644,9,32,210,87,847,168,160,114,1740
1640,3217,51,3,120,5,5179,221,232,147,300
1641,3231,317,10,42,6,4054,194,231,178,1266
1642,2794,71,33,120,-50,228,235,157,27,2282
1643,3301,219,6,400,85,3337,213,246,169,1969
1644,3059,153,13,127,22,1396,235,240,133,2594
1645,3020,63,1,127,3,895,220,236,153,2381
1646,2800,75,33,150,-50,240,238,158,24,2252
1647,2763,76,32,162,-62,180,241,165,31,2250
1648,2725,82,35,108,70,120,242,157,13,2250
1649,2684,32,20,150,53,1110,211,193,111,1848
1650,2785,83,32,182,-65,210,244,167,26,2221
1651,2748,85,33,150,93,150,245,164,21,2220
1652,2685,8,10,255,93,891,208,219,148,1830
1653,3269,356,13,190,46,3909,199,217,155,1396
1654,3273,159,12,300,55,2863,233,242,138,2439
1655,3264,137,10,283,45,2773,236,236,131,2529
1656,3256,143,7,234,37,2713,231,239,140,2589
1657,2848,84,35,190,-51,300,243,157,12,2195
1658,2786,90,33,210,135,210,248,170,24,2191
1659,2707,83,35,90,66,90,243,158,15,2191
1660,2766,31,7,120,15,1326,218,225,143,2214
1661,3225,287,10,150,22,4713,193,240,187,598
1662,3268,176,16,270,50,2955,227,247,148,2347
1663,3268,179,15,270,50,2925,225,248,151,2377
1664,3267,168,13,270,49,2866,230,245,143,2437
1665,2907,91,30,210,7,390,249,178,35,2173
1666,3246,18,9,120,11,4333,213,221,144,972
1667,3201,105,3,300,-4,2007,224,236,147,2848
1668,3076,63,12,127,17,1536,230,216,117,2554
1669,2968,60,11,170,-6,571,229,216,119,2171
1670,2922,94,28,240,22,421,251,186,44,2147
1671,2848,91,35,247,-50,301,248,162,12,2135
1672,2780,346,13,90,29,1383,195,219,162,2248
1673,3251,167,13,210,33,2813,230,244,144,2493
1674,3237,101,8,95,23,2486,235,229,126,2823
1675,2808,81,33,242,150,247,243,164,24,2102
1676,2754,74,30,153,111,162,239,168,37,2100
1677,3291,297,4,180,5,5702,208,238,169,680
